token,date,time,open,high,low,close
sui,2025-01-02,20:00:00,4.39,4.4,4.32,4.35
sui,2025-01-03,00:00:00,4.36,4.38,4.32,4.35
sui,2025-01-03,04:00:00,4.35,4.36,4.31,4.35
sui,2025-01-03,08:00:00,4.37,4.39,4.29,4.3
sui,2025-01-03,12:00:00,4.3,4.36,4.29,4.36
sui,2025-01-03,16:00:00,4.36,4.66,4.36,4.66
sui,2025-01-03,20:00:00,4.69,4.82,4.66,4.82
sui,2025-01-04,00:00:00,4.83,4.97,4.81,4.96
sui,2025-01-04,04:00:00,4.97,4.98,4.84,4.9
sui,2025-01-04,08:00:00,4.9,5.06,4.88,5.03
sui,2025-01-04,12:00:00,5.04,5.19,5.02,5.14
sui,2025-01-04,16:00:00,5.15,5.3,5.14,5.17
sui,2025-01-04,20:00:00,5.18,5.23,5.12,5.21
sui,2025-01-05,00:00:00,5.21,5.35,5.21,5.3
sui,2025-01-05,04:00:00,5.3,5.31,5.21,5.21
sui,2025-01-05,08:00:00,5.22,5.27,5.17,5.17
sui,2025-01-05,12:00:00,5.17,5.2,5.12,5.19
sui,2025-01-05,16:00:00,5.19,5.24,5.16,5.22
sui,2025-01-05,20:00:00,5.23,5.24,5.19,5.22
sui,2025-01-06,00:00:00,5.22,5.28,5.19,5.24
sui,2025-01-06,04:00:00,5.24,5.31,5.15,5.26
sui,2025-01-06,08:00:00,5.24,5.24,5.15,5.18
sui,2025-01-06,12:00:00,5.18,5.19,5.13,5.18
sui,2025-01-06,16:00:00,5.19,5.3,5.16,5.29
sui,2025-01-06,20:00:00,5.27,5.34,5.19,5.2
